Time [ms],Speed_target [m/s],Speed [m/s],Theta_Target [°], Theta [°]
8738.000,0.200,0.123,-0.052,0.322
8743.000,0.200,0.122,-0.077,0.303
8748.000,0.200,0.123,-0.084,0.281
8753.000,0.200,0.122,-0.080,0.288
8758.000,0.200,0.121,-0.085,0.333
8763.000,0.200,0.119,-0.113,0.354
8768.000,0.200,0.117,-0.142,0.361
8773.000,0.200,0.116,-0.165,0.382
8778.000,0.200,0.114,-0.193,0.395
8783.000,0.200,0.112,-0.218,0.411
8788.000,0.200,0.112,-0.244,0.381
8793.000,0.200,0.113,-0.248,0.340
8798.000,0.200,0.114,-0.235,0.305
8803.000,0.200,0.116,-0.216,0.271
8808.000,0.200,0.117,-0.194,0.237
8813.000,0.200,0.119,-0.170,0.210
8818.000,0.200,0.120,-0.148,0.178
8823.000,0.200,0.122,-0.124,0.124
8828.000,0.200,0.125,-0.087,0.086
8833.000,0.200,0.125,-0.052,0.112
8838.000,0.200,0.125,-0.048,0.118
8843.000,0.200,0.124,-0.051,0.128
8848.000,0.200,0.125,-0.059,0.090
8853.000,0.200,0.126,-0.046,0.076
8858.000,0.200,0.126,-0.033,0.085
8863.000,0.200,0.127,-0.033,0.044
8868.000,0.200,0.128,-0.014,0.042
8873.000,0.200,0.128,-0.004,0.035
8878.000,0.200,0.129,0.005,0.030
8883.000,0.200,0.129,0.011,0.020
8888.000,0.200,0.131,0.019,-0.015
8893.000,0.200,0.134,0.040,-0.093
8898.000,0.200,0.136,0.091,-0.110
8903.000,0.200,0.137,0.127,-0.106
8908.000,0.200,0.138,0.144,-0.099
8913.000,0.200,0.137,0.152,-0.070
8918.000,0.200,0.136,0.142,-0.038
8923.000,0.200,0.135,0.123,-0.018
8928.000,0.200,0.134,0.104,-0.012
8933.000,0.200,0.133,0.093,0.005
8938.000,0.200,0.133,0.079,-0.002
8943.000,0.200,0.133,0.076,0.001
8948.000,0.200,0.133,0.073,0.009
8953.000,0.200,0.132,0.069,0.036
8958.000,0.200,0.132,0.053,0.016
8963.000,0.200,0.131,0.055,0.032
8968.000,0.200,0.131,0.048,0.045
8973.000,0.200,0.130,0.037,0.055
8978.000,0.200,0.130,0.027,0.050
8983.000,0.200,0.131,0.024,0.005
8988.000,0.200,0.131,0.044,0.022
8993.000,0.200,0.130,0.047,0.053
8998.000,0.200,0.129,0.032,0.074
9003.000,0.200,0.128,0.013,0.096
9008.000,0.200,0.127,-0.008,0.119

9013.000,0.200,0.126,-0.031,0.100
9018.000,0.200,0.127,-0.035,0.086
9023.000,0.200,0.127,-0.031,0.064
9028.000,0.200,0.127,-0.020,0.072
9033.000,0.200,0.129,-0.019,0.031
9038.000,0.200,0.130,0.002,0.026
9043.000,0.200,0.130,0.014,0.011
9048.000,0.200,0.131,0.028,-0.006
9053.000,0.200,0.131,0.043,0.018
9058.000,0.200,0.130,0.039,0.053
9063.000,0.200,0.129,0.019,0.050
9068.000,0.200,0.128,0.010,0.087
9073.000,0.200,0.125,-0.015,0.148
9078.000,0.200,0.124,-0.059,0.140
9083.000,0.200,0.124,-0.079,0.122
9088.000,0.200,0.123,-0.082,0.132
9093.000,0.200,0.123,-0.091,0.123
9098.000,0.200,0.123,-0.093,0.113
9103.000,0.200,0.123,-0.091,0.118
9108.000,0.200,0.122,-0.095,0.151
9113.000,0.200,0.120,-0.115,0.168
9118.000,0.200,0.120,-0.137,0.161
9123.000,0.200,0.118,-0.147,0.196
9128.000,0.200,0.117,-0.173,0.201
9133.000,0.200,0.114,-0.192,0.246
9138.000,0.200,0.112,-0.228,0.263
9143.000,0.200,0.112,-0.259,0.248
9148.000,0.200,0.111,-0.272,0.232
9153.000,0.200,0.112,-0.275,0.207
9158.000,0.200,0.113,-0.268,0.157
9163.000,0.200,0.115,-0.244,0.127
9168.000,0.200,0.115,-0.220,0.152
9173.000,0.200,0.113,-0.224,0.189
9178.000,0.200,0.112,-0.249,0.198
9183.000,0.200,0.113,-0.270,0.147
9188.000,0.200,0.114,-0.259,0.102
9193.000,0.200,0.114,-0.234,0.120
9198.000,0.200,0.114,-0.234,0.119
9203.000,0.200,0.114,-0.237,0.124
9208.000,0.200,0.113,-0.244,0.144
9213.000,0.200,0.110,-0.261,0.189
9218.000,0.200,0.109,-0.297,0.187
9223.000,0.200,0.109,-0.318,0.149
9228.000,0.200,0.109,-0.314,0.154
9233.000,0.200,0.108,-0.319,0.179
9238.000,0.200,0.106,-0.338,0.214
9243.000,0.200,0.103,-0.371,0.251
9248.000,0.200,0.101,-0.411,0.269
9253.000,0.200,0.099,-0.447,0.269
9258.000,0.200,0.098,-0.472,0.269
9263.000,0.200,0.097,-0.491,0.269
9268.000,0.200,0.098,-0.507,0.226
9273.000,0.200,0.098,-0.500,0.214
9278.000,0.200,0.098,-0.497,0.205
9283.000,0.200,0.098,-0.498,0.199
9288.000,0.200,0.099,-0.501,0.150
9293.000,0.200,0.099,-0.485,0.137
9298.000,0.200,0.100,-0.476,0.107
9303.000,0.200,0.100,-0.461,0.116
9308.000,0.200,0.100,-0.464,0.112
9313.000,0.200,0.099,-0.469,0.130
9318.000,0.200,0.098,-0.486,0.122
9323.000,0.200,0.098,-0.496,0.089
9328.000,0.200,0.098,-0.490,0.087
9333.000,0.200,0.096,-0.491,0.144
9338.000,0.200,0.094,-0.526,0.180
9343.000,0.200,0.092,-0.568,0.182
9348.000,0.200,0.090,-0.597,0.191
9353.000,0.200,0.089,-0.623,0.180
9358.000,0.200,0.089,-0.638,0.148
9363.000,0.200,0.089,-0.637,0.141
9368.000,0.200,0.090,-0.640,0.099
9373.000,0.200,0.089,-0.627,0.113
9378.000,0.200,0.090,-0.635,0.090
9383.000,0.200,0.090,-0.634,0.060
9388.000,0.200,0.089,-0.624,0.096
9393.000,0.200,0.087,-0.644,0.120
9398.000,0.200,0.087,-0.673,0.096
9403.000,0.200,0.085,-0.683,0.118
9408.000,0.200,0.084,-0.706,0.114
9413.000,0.200,0.084,-0.723,0.097
9418.000,0.200,0.084,-0.730,0.074
9423.000,0.200,0.084,-0.730,0.043
9428.000,0.200,0.086,-0.721,-0.029
9433.000,0.200,0.089,-0.687,-0.094
9438.000,0.200,0.092,-0.643,-0.146
9443.000,0.200,0.095,-0.600,-0.195
9448.000,0.200,0.098,-0.557,-0.253
9453.000,0.200,0.100,-0.510,-0.288
9458.000,0.200,0.103,-0.471,-0.323
9463.000,0.200,0.104,-0.435,-0.337
9468.000,0.200,0.107,-0.412,-0.391
9473.000,0.200,0.110,-0.373,-0.446
9478.000,0.200,0.113,-0.326,-0.490
9483.000,0.200,0.116,-0.279,-0.537
9488.000,0.200,0.119,-0.231,-0.581
9493.000,0.200,0.122,-0.181,-0.609
9498.000,0.200,0.124,-0.139,-0.639
9503.000,0.200,0.126,-0.098,-0.655
9508.000,0.200,0.128,-0.066,-0.654
9513.000,0.200,0.130,-0.045,-0.694
9518.000,0.200,0.132,-0.009,-0.721
9523.000,0.200,0.134,0.029,-0.724
9528.000,0.200,0.135,0.055,-0.707
9533.000,0.200,0.135,0.066,-0.696
9538.000,0.200,0.136,0.073,-0.692
9543.000,0.200,0.134,0.081,-0.635
9548.000,0.200,0.133,0.062,-0.600
9553.000,0.200,0.133,0.041,-0.616
9558.000,0.200,0.134,0.043,-0.633
9563.000,0.200,0.135,0.059,-0.635
9568.000,0.200,0.138,0.074,-0.696
9573.000,0.200,0.140,0.118,-0.705
9578.000,0.200,0.141,0.152,-0.687
9583.000,0.200,0.142,0.167,-0.684
9588.000,0.200,0.142,0.180,-0.650
9593.000,0.200,0.140,0.176,-0.589
9598.000,0.200,0.138,0.151,-0.527
9603.000,0.200,0.137,0.112,-0.516
9608.000,0.200,0.136,0.093,-0.507
9613.000,0.200,0.134,0.084,-0.444

9618.000,0.200,0.133,0.052,-0.423
9623.000,0.200,0.133,0.029,-0.436
9628.000,0.200,0.131,0.028,-0.386
9633.000,0.200,0.131,0.006,-0.385
9638.000,0.200,0.130,-0.002,-0.377
9643.000,0.200,0.131,-0.008,-0.385
9648.000,0.200,0.131,-0.003,-0.376
9653.000,0.200,0.130,-0.003,-0.341
9658.000,0.200,0.129,-0.017,-0.326
9663.000,0.200,0.128,-0.030,-0.299
9668.000,0.200,0.127,-0.047,-0.294
9673.000,0.200,0.125,-0.056,-0.235
9678.000,0.200,0.125,-0.089,-0.244
9683.000,0.200,0.124,-0.100,-0.247
9688.000,0.200,0.123,-0.103,-0.218
9693.000,0.200,0.123,-0.119,-0.221
9698.000,0.200,0.123,-0.124,-0.219
9703.000,0.200,0.122,-0.127,-0.209
9708.000,0.200,0.122,-0.133,-0.200
9713.000,0.200,0.122,-0.141,-0.201
9718.000,0.200,0.121,-0.144,-0.179
9723.000,0.200,0.120,-0.156,-0.160
9728.000,0.200,0.119,-0.172,-0.141
9733.000,0.200,0.119,-0.190,-0.150
9738.000,0.200,0.118,-0.195,-0.147
9743.000,0.200,0.118,-0.200,-0.127
9748.000,0.200,0.118,-0.213,-0.160
9753.000,0.200,0.120,-0.204,-0.200
9758.000,0.200,0.120,-0.180,-0.196
9763.000,0.200,0.121,-0.170,-0.215
9768.000,0.200,0.122,-0.155,-0.213
9773.000,0.200,0.122,-0.148,-0.211
9778.000,0.200,0.124,-0.146,-0.259
9783.000,0.200,0.125,-0.120,-0.283
9788.000,0.200,0.127,-0.093,-0.306
9793.000,0.200,0.128,-0.067,-0.297
9798.000,0.200,0.128,-0.056,-0.299
9803.000,0.200,0.128,-0.048,-0.277
9808.000,0.200,0.127,-0.053,-0.259
9813.000,0.200,0.128,-0.063,-0.279
9818.000,0.200,0.128,-0.057,-0.278
9823.000,0.200,0.129,-0.053,-0.305
9828.000,0.200,0.130,-0.035,-0.319
9833.000,0.200,0.131,-0.017,-0.329
9838.000,0.200,0.132,-0.000,-0.332
9843.000,0.200,0.134,0.012,-0.359
9848.000,0.200,0.134,0.035,-0.356
9853.000,0.200,0.136,0.048,-0.383
9858.000,0.200,0.137,0.072,-0.369
9863.000,0.200,0.138,0.080,-0.411
9868.000,0.200,0.139,0.110,-0.381
9873.000,0.200,0.140,0.113,-0.401
9878.000,0.200,0.140,0.130,-0.369
9883.000,0.200,0.139,0.126,-0.337
9888.000,0.200,0.137,0.112,-0.294
9893.000,0.199,0.136,0.097,-0.261
9898.000,0.199,0.134,0.086,-0.220
9903.000,0.198,0.133,0.073,-0.185
9908.000,0.197,0.131,0.062,-0.147
9913.000,0.197,0.131,0.049,-0.139
9918.000,0.196,0.130,0.050,-0.123
9923.000,0.195,0.130,0.055,-0.088
9928.000,0.195,0.130,0.052,-0.103
9933.000,0.194,0.130,0.069,-0.089
9938.000,0.193,0.131,0.082,-0.099
9943.000,0.193,0.131,0.105,-0.075
9948.000,0.192,0.131,0.117,-0.044
9953.000,0.191,0.131,0.119,-0.047
9958.000,0.191,0.131,0.133,-0.034
9963.000,0.190,0.131,0.145,-0.009
9968.000,0.189,0.130,0.151,0.009
9973.000,0.189,0.129,0.156,0.044
9978.000,0.188,0.128,0.152,0.097
9983.000,0.187,0.127,0.134,0.111
9988.000,0.187,0.126,0.129,0.111
9993.000,0.186,0.127,0.137,0.115
9998.000,0.185,0.127,0.149,0.121

